FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2012 ORDINANCE (AMOUNT $)
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,178,FREIGHT/EXPENSE CHARGES,$5334
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,181,MOBILE COMM SERVICES,$15990
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,189,TELEPHONE NON-CENTREX,$9650
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,190,TELEPHONE-CENTREX,$339100
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,191,TELEPHONE-RELOCATIONS,$9100
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,196,DATA CIRCUITS,$710000
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,197,TELEPHONE-MAINTENANCE,$152000
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,270,LOCAL TRANSPORTATION,$3700
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,340,MATERIAL AND SUPPLIES,$37988
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,350,STATIONERY AND OFFICE SUPPL,$798294
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,361,BUILDING MATERIAL SUPPL,$1312
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,365,ELECTRICAL SUPPLIES,$1220
Local,346,LIB F MAINT/OPERATN,91,CHICAGO PUBLIC LIBRARY,2005,CHICAGO PUBLIC LIBRARY,9438,REIMBURSEMENT - DGS,$162582
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,$2401236
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,TEXT FILE - EXTRA LONG,$6196645
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANC,$105594
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,49,WORKER'S COMPENSATION,$423000
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLY INSURANCE CLAIM,$342916
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,CLAIMS MED CARE-ANN/DEP,$3032428
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,PREM DENTAL PLAN,$353479
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,70,TUITION REIMBURSEMENT,$85000
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROF & TECHNICAL SERVICES,$7041
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,142,ACCOUNTING AND AUDITING,$110000
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,955,INTER ON DAILY T NOTES,$2488000
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,9027,SOCIAL SECURITY TAX,$20586
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,$873105
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,9112,PROP. MAINT. CNTRL LIBR,$7078186
Local,346,LIB F MAINT/OPERATN,99,FINANCE GENERAL,2005,FINANCE GENERAL,9165,OUTSOURCING-DATA CENTER,$218304
Local,353,EMERGENCY COMMUN FD,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROF & TECHNICAL SERVICES,$500000
Local,353,EMERGENCY COMMUN FD,99,FINANCE GENERAL,2005,FINANCE GENERAL,9639,OPERATION OF OEMC,$71933000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,1,OFFICE OF THE MAYOR,2005,OFFICE OF THE MAYOR,5,SALARIES AND WAGES - ON PAYROLL,$446124
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,15,CITY COUNCIL,2155,COMM ON SP EVENTS/CULT AFF/REC,0,PERSONNEL SERVICES,$140326
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,15,CITY COUNCIL,2155,COMM ON SP EVENTS/CULT AFF/REC,100,CONTRACTUAL SERVICES,$10394
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,15,CITY COUNCIL,2155,COMM ON SP EVENTS/CULT AFF/REC,300,COMMODITIES AND MATERIALS,$2000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,15,CITY COUNCIL,2155,COMM ON SP EVENTS/CULT AFF/REC,700,CONTINGENCIES,$2000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,5,SALARIES AND WAGES - ON PAYROLL,$5934877
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,15,SCHEDULE SALARY ADJ,$43579
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,39,STUDENT AS TRAINEES,$45000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,123,HONORARIUMS/PERFORMANCE,$295500
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,125,OFF AND BUILDING SERV,$25000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,130,POSTAGE,$68000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,135,DELEGATE AGENCIES,$485000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,138,PROF SERV-IT MAINT,$150000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,140,PROF & TECHNICAL SERVICES,$1937500
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,150,PUBLICATN & REPRODT-OUT,$58400
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,152,ADVERTISING,$29000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,153,PROMOTIONS,$29000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,159,LEASE PURCHASE AGREEMNT,$70800
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,161,MAINT FACILITIES,$100000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,166,DUES  SUBSC & MEM,$5000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,172,INSURANCE PREMIUMS,$397200
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,181,MOBILE COMM SERVICES,$47000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,189,TELEPHONE NON-CENTREX,$10000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,190,TELEPHONE-CENTREX,$125000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,191,TELEPHONE-RELOCATIONS,$5000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,197,TELEPHONE-MAINTENANCE,$32000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,229,TRAN/EXP ALLOWANCE,$3500
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,245,REIMBURSEMENT TRAVELERS,$1000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,340,MATERIAL AND SUPPLIES,$22000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,350,STATIONERY AND OFFICE SUPPL,$25000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,900,SPECIFIC PURPOSE-FINANC,$60000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9188,MILLENNIUM PARK OPERATIONS,$6195000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9223,TOURISM OPERATIONS,$1250000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9288,MILLENNIUM PARK PROGRAMMING,$250000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9438,REIMBURSEMENT - DGS,$222500
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9441,REIMBURSEMENT - CDPH,$20000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9457,REIMBURSEMENT - CPD,$435000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9458,REIMBURSEMENT - OEMC,$106000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9459,REIMBURSEMENT - FIRE,$62000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9481,REIMBURSEMENT - DSS,$82000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9803,FOR PROGRAMMING/MARKETG,$1820000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9805,FOR FESTIVAL PRODUCTION,$6025000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9807,FOR REDEMPTION EXPENSES,$2040000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9811,SPORT DEVLP ACTIVITIES,$107000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9813,LOCAL PROMOTION/MARKETG,$611000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,$219596
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,TEXT FILE - EXTRA LONG,$480360
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANC,$8186
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,49,WORKER'S COMPENSATION,$5000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLY INSURANCE CLAIM,$34424
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,CLAIMS MED CARE-ANN/DEP,$235072
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,PREM DENTAL PLAN,$27401
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROF & TECHNICAL SERVICES,$2659904
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,991,MATCHING & SUPP-BUDG DR,$1880000
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9027,SOCIAL SECURITY TAX,$2066
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,$87648
Local,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9124,SISTER CITIES PROGRAM,$528643
Local,505,SALES TAX BOND,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON FIRST LIEN BONDS,$15354000
Local,505,SALES TAX BOND,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,$11300000
Local,510,BOND REDMPTN/IN F,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON FIRST LIEN BONDS,$319016000
Local,510,BOND REDMPTN/IN F,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,$149306000
Local,510,BOND REDMPTN/IN F,99,FINANCE GENERAL,2005,FINANCE GENERAL,960,LOSS IN COLL OF TAXES,$14819000
Local,516,LIBRARY BOND REDEMPTION,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON FIRST LIEN BONDS,$2817000
Local,516,LIBRARY BOND REDEMPTION,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,$1350000
Local,516,LIBRARY BOND REDEMPTION,99,FINANCE GENERAL,2005,FINANCE GENERAL,960,LOSS IN COLL OF TAXES,$173000
Local,521,LIB NOTE RED/INT-B,99,FINANCE GENERAL,2005,FINANCE GENERAL,960,LOSS IN COLL OF TAXES,$2940000
Local,521,LIB NOTE RED/INT-B,99,FINANCE GENERAL,2005,FINANCE GENERAL,961,PAYMENT TERM NOTES,$70541000
Local,525,EMERGENCY COMMUN BD,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON FIRST LIEN BONDS,$9935000
Local,525,EMERGENCY COMMUN BD,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,$12390000
Local,549,CITY COL RED/INT-D,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON FIRST LIEN BONDS,$19851000
Local,549,CITY COL RED/INT-D,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,$15316000
Local,549,CITY COL RED/INT-D,99,FINANCE GENERAL,2005,FINANCE GENERAL,960,LOSS IN COLL OF TAXES,$1465000
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2011,CITY COMPTROLLER,140,PROF & TECHNICAL SERVICES,$6552
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,5,SALARIES AND WAGES - ON PAYROLL,$395489
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,15,SCHEDULE SALARY ADJ,$2542
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,20,OVERTIME,$1500
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,39,STUDENT AS TRAINEES,$5000
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,130,POSTAGE,$1500
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,140,PROF & TECHNICAL SERVICES,$19000
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,152,ADVERTISING,$500
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,166,DUES  SUBSC & MEM,$500
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,169,TECHNICAL MEETING COSTS,$500
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,190,TELEPHONE-CENTREX,$438
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,197,TELEPHONE-MAINTENANCE,$500
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,245,REIMBURSEMENT TRAVELERS,$1100
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,270,LOCAL TRANSPORTATION,$500
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,348,BOOKS AND RELATED MTL,$300
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,350,STATIONERY AND OFFICE SUPPL,$2300
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,154,RENTAL-DATA HARDWARE EQ,$50000
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,190,TELEPHONE-CENTREX,$9950
Local,610,MIDWAY AIRPORT FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,197,TELEPHONE-MAINTENANCE,$210
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,5,SALARIES AND WAGES - ON PAYROLL,$425500
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,20,OVERTIME,$150
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,39,STUDENT AS TRAINEES,$1372
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,130,POSTAGE,$1778
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,138,PROF SERV-IT MAINT,$11274
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,140,PROF & TECHNICAL SERVICES,$45905
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,143,COURT REPORTING,$43271
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,145,LEGAL EXPENSES,$11258
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,149,SOFTWARE MAINT/LICENSING,$681
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,150,PUBLICATN & REPRODT-OUT,$150
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,154,RENTAL-DATA HARDWARE EQ,$5799
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,157,RENTAL EQUIPMENT AND SERVICES,$493
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,162,REPAIR/MAINT EQUIPMENT,$220
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,166,DUES  SUBSC & MEM,$11187
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,169,TECHNICAL MEETING COSTS,$2122
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,178,FREIGHT/EXPENSE CHARGES,$386
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,181,MOBILE COMM SERVICES,$2443
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,190,TELEPHONE-CENTREX,$7456
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,197,TELEPHONE-MAINTENANCE,$2050
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,229,TRAN/EXP ALLOWANCE,$209
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,245,REIMBURSEMENT TRAVELERS,$4202
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,270,LOCAL TRANSPORTATION,$1789
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,348,BOOKS AND RELATED MTL,$1191
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,350,STATIONERY AND OFFICE SUPPL,$6357
Local,610,MIDWAY AIRPORT FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,9438,REIMBURSEMENT - DGS,$1020
Local,610,MIDWAY AIRPORT FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,$61576
Local,610,MIDWAY AIRPORT FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,15,SCHEDULE SALARY ADJ,$143
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,140,PROF & TECHNICAL SERVICES,$15000
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,$500000
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,$210000
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,$879241
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,$5500000
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,$1317323
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,12,CONTRACT WAGE-PR,$16919
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,20,OVERTIME,$68000
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,91,UNIFORM ALLOWANCE,$2000
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,140,PROF & TECHNICAL SERVICES,$210000
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,$7500
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,176,MAINTN & OPERTN-CY VEHL,$300000
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,177,MOTOR POOL CHARGES,$15000
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,338,LICENSE STICKER TAG AND PLATES,$500
Local,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,340,MATERIAL AND SUPPLIES,$50000
