FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,AMOUNT
LOCAL,300,VEHICLE FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,166,DUES  SUBSC & MEM,$1160.00
LOCAL,300,VEHICLE FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,169,TECHNICAL MEETING COSTS,$3300.00
LOCAL,300,VEHICLE FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,173,EQUIPMENT,$1092.00
LOCAL,300,VEHICLE FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,340,MATERIAL AND SUPPLIES,$837.00
LOCAL,314,SEWER FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,5,SALARIES AND WAGES - ON PAYROLL,$1433724.00
LOCAL,314,SEWER FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,12,CONTRACT WAGE-PR,$8140.00
LOCAL,314,SEWER FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-84127.00
LOCAL,314,SEWER FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,130,POSTAGE,$9000.00
LOCAL,314,SEWER FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,140,PROF & TECHNICAL SERVICES,$546000.00
LOCAL,314,SEWER FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,159,LEASE PURCHASE AGREEMNT,$6000.00
LOCAL,314,SEWER FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,162,REPAIR/MAINT EQUIPMENT,$2500.00
LOCAL,314,SEWER FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,181,MOBILE COMM SERVICES,$6000.00
LOCAL,314,SEWER FUND,67,DOB,DEPT OF BUILDINGS,2005,2005 - DEPT OF BUILDINGS,229,TRAN/EXP ALLOWANCE,$10500.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2505,2505 - TROUBLED BUILDINGS PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,$2448371.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2505,2505 - TROUBLED BUILDINGS PROGRAM,15,SCHEDULE SALARY ADJ,$10828.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2505,2505 - TROUBLED BUILDINGS PROGRAM,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-211145.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2505,2505 - TROUBLED BUILDINGS PROGRAM,44,FRINGE BENEFITS,$899841.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2505,2505 - TROUBLED BUILDINGS PROGRAM,130,POSTAGE,$10000.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2505,2505 - TROUBLED BUILDINGS PROGRAM,140,PROF & TECHNICAL SERVICES,$550000.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2505,2505 - TROUBLED BUILDINGS PROGRAM,152,ADVERTISING,$14580.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2505,2505 - TROUBLED BUILDINGS PROGRAM,162,REPAIR/MAINT EQUIPMENT,$4719.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2505,2505 - TROUBLED BUILDINGS PROGRAM,181,MOBILE COMM SERVICES,$38000.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2505,2505 - TROUBLED BUILDINGS PROGRAM,229,TRAN/EXP ALLOWANCE,$45000.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,5,SALARIES AND WAGES - ON PAYROLL,$2771929.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,12,CONTRACT WAGE-PR,$6196.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,15,SCHEDULE SALARY ADJ,$12116.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-213684.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,44,FRINGE BENEFITS,$1036055.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,130,POSTAGE,$10000.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,162,REPAIR/MAINT EQUIPMENT,$12500.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,181,MOBILE COMM SERVICES,$90000.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,190,TELEPHONE-CENTREX,$19000.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,197,TELEPHONE-MAINTENANCE,$10000.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,229,TRAN/EXP ALLOWANCE,$57000.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,319,CLOTHING,$2500.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,340,MATERIAL AND SUPPLIES,$24500.00
CDBG,0K37,(0K37) - CDBG,67,DOB,DEPT OF BUILDINGS,2510,2510 - CODE ENFORCEMENT,350,STATIONERY AND OFFICE SUPPL,$6000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,5,SALARIES AND WAGES - ON PAYROLL,$2598977.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,12,CONTRACT WAGE-PR,$1582.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,15,SCHEDULE SALARY ADJ,$5487.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,20,OVERTIME,$3000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-185229.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,39,STUDENT AS TRAINEES,$70000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,130,POSTAGE,$112000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,140,PROF & TECHNICAL SERVICES,$3153678.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,147,SURVEYS,$450000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,149,SOFTWARE MAINT/LICENSING,$2500.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,150,PUBLICATN & REPRODT-OUT,$71900.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,157,RENTAL EQUIPMENT AND SERVICES,$126000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,161,MAINT FACILITIES,$45000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,162,REPAIR/MAINT EQUIPMENT,$604590.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,169,TECHNICAL MEETING COSTS,$22500.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,181,MOBILE COMM SERVICES,$36620.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,189,TELEPHONE NON-CENTREX,$2500.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,190,TELEPHONE-CENTREX,$365000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,196,DATA CIRCUITS,$634000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,197,TELEPHONE-MAINTENANCE,$98000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,229,TRAN/EXP ALLOWANCE,$6000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,245,REIMBURSEMENT TRAVELERS,$21750.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,340,MATERIAL AND SUPPLIES,$420250.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,348,BOOKS AND RELATED MTL,$500.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,350,STATIONERY AND OFFICE SUPPL,$11000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,424,FURNITURE AND FURNISHINGS,$2000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,440,MACHINERY AND EQUIPMENT,$222000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,445,TECH AND SCIENTIFIC EQUIP,$29000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2005,2005 - COMMISSIONER'S OFFICE,931,TORT/NON-TORT JUDGMENT,$113760.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,5,SALARIES AND WAGES - ON PAYROLL,$3767820.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,15,SCHEDULE SALARY ADJ,$30291.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,20,OVERTIME,$31000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-174092.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,39,STUDENT AS TRAINEES,$25000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,130,POSTAGE,$12000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,139,PROF SERV-IT DEVELOPMENT,$132000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,140,PROF & TECHNICAL SERVICES,$51280.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,149,SOFTWARE MAINT/LICENSING,$414550.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,154,RENTAL-DATA HARDWARE EQ,$405968.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,162,REPAIR/MAINT EQUIPMENT,$98564.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,166,DUES  SUBSC & MEM,$12000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,168,EDUCATION DEVELOPMENT,$25000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,169,TECHNICAL MEETING COSTS,$10000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,191,TELEPHONE-RELOCATIONS,$5000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,245,REIMBURSEMENT TRAVELERS,$4500.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,312,SOFTWARE PURCHASES,$4700.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,348,BOOKS AND RELATED MTL,$1000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,350,STATIONERY AND OFFICE SUPPL,$18800.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,424,FURNITURE AND FURNISHINGS,$4000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,446,PURCHASE-DATA HARDWARE,$211539.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,931,TORT/NON-TORT JUDGMENT,$113760.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,9438,REIMBURSEMENT - DGS,$110000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2010,2010 - ADMINISTRATIVE SUPPORT,9458,REIMBURSEMENT - OEMC,$20000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,5,SALARIES AND WAGES - ON PAYROLL,$4217439.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,12,CONTRACT WAGE-PR,$44705.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,15,SCHEDULE SALARY ADJ,$13619.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,20,OVERTIME,$1000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-283056.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,130,POSTAGE,$1455.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,140,PROF & TECHNICAL SERVICES,$2000000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,144,ENGINEERING AND ARCH,$1320000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,162,REPAIR/MAINT EQUIPMENT,$5000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,169,TECHNICAL MEETING COSTS,$15000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,181,MOBILE COMM SERVICES,$1200.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,229,TRAN/EXP ALLOWANCE,$91000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,245,REIMBURSEMENT TRAVELERS,$6000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,340,MATERIAL AND SUPPLIES,$30000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,345,APPARATUS AND INSTRUMENTS,$4000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,348,BOOKS AND RELATED MTL,$1000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,350,STATIONERY AND OFFICE SUPPL,$10000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,360,REPAIR PARTS AND MATERIAL,$4000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,401,TOOL <= $100 UNIT,$1000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,424,FURNITURE AND FURNISHINGS,$4000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,445,TECH AND SCIENTIFIC EQUIP,$5000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2015,2015 - ENGINEERING SERVICES,931,TORT/NON-TORT JUDGMENT,$113760.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,5,SALARIES AND WAGES - ON PAYROLL,$46189371.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,12,CONTRACT WAGE-PR,$569609.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,15,SCHEDULE SALARY ADJ,$79444.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,20,OVERTIME,$2860000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,26,SICK RELIEF,$5000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-3102608.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,125,OFF AND BUILDING SERV,$296000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,130,POSTAGE,$3900.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,140,PROF & TECHNICAL SERVICES,$120000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,148,TESTING AND INSPECTING,$163000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,157,RENTAL EQUIPMENT AND SERVICES,$118000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,160,REPAIR/MAINT PROPERTY,$1898000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,162,REPAIR/MAINT EQUIPMENT,$6096500.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,169,TECHNICAL MEETING COSTS,$108800.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,176,MAINTN & OPERTN-CY VEHL,$6000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,186,PAGERS,$6000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,229,TRAN/EXP ALLOWANCE,$13000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,245,REIMBURSEMENT TRAVELERS,$7888.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,314,FUEL OIL,$350000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,330,FOOD,$10000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,340,MATERIAL AND SUPPLIES,$1645600.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,342,DRUGS MED AND CHEM MATL S,$15878310.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,345,APPARATUS AND INSTRUMENTS,$356000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,348,BOOKS AND RELATED MTL,$18000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,350,STATIONERY AND OFFICE SUPPL,$49500.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,360,REPAIR PARTS AND MATERIAL,$1235000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,401,TOOL <= $100 UNIT,$21000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,410,EQUIPMENT FOR BUILDINGS,$200000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,424,FURNITURE AND FURNISHINGS,$38000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,440,MACHINERY AND EQUIPMENT,$550000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,445,TECH AND SCIENTIFIC EQUIP,$425000.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,931,TORT/NON-TORT JUDGMENT,$113760.00
LOCAL,200,WATER FUND,88,DEPT OF WATER MANAGEMENT,DEPT OF WATER MANAGEMENT,2020,2020 - WATER SUPPLY,9457,REIMBURSEMENT - CPD,$1387076.00
